"ID","Station Name","River Basin","County","Longitude","Latitude","ElevationFeet","Operator","Map"
"SQ1","OLYMPIC VALLEY 1","TRUCKEE RIVER","PLACER","-120.245000","39.185000","7,500",".None Specified",""
"SQ2","PALISADES TAHOE #2","TRUCKEE RIVER","PLACER","-120.248000","39.188000","7,700","Natural Resources Conservation Service",""
"SQC","ANGELES CREST CHRISTIAN CAMP","MOJAVE DESERT","LOS ANGELES","-117.995000","34.350000","5,800",".None Specified",""
"SQV","PALISADES TAHOE SNOTEL","TRUCKEE RIVER","PLACER","-120.276000","39.194000","8,200","Natural Resources Conservation Service",""
"SRF","SARDINE FLAT","YUBA RIVER","SIERRA","-120.612000","39.622000","5,800",".None Specified",""
"SRP","SONORA PASS","WALKER RIVER","MONO","-119.607000","38.313000","8,750","Pacific Gas and Electric Company, Angels Camp",""
"SSL","SIERRA SNOW LAB","YUBA RIVER","NEVADA","-120.367000","39.319000","6,950","CA Dept of Water Resources/DFM-Hydro-SMN",""
"SSM","SUNNYSIDE MEADOW","YUBA RIVER","SIERRA","-120.782211","39.698132","6,300","Yuba Water Agency",""
"SST","SNOW SUMMIT","SANTA ANA RIVER","SAN BERNARDINO","-116.888000","34.225000","8,100",".None Specified",""
"STE","LAKE STERLING","YUBA RIVER","NEVADA","-120.492000","39.350000","7,100",".None Specified",""
"STL","STATE LAKES","KINGS RIVER","FRESNO","-118.573250","36.926483","10,400","US Army Corps of Engineers",""
"STM","STOUTS MEADOW","MC CLOUD RIVER","SHASTA","-121.939827","41.169140","5,400","US Bureau of Reclamation",""
"STR","OSTRANDER LAKE","MERCED RIVER","MARIPOSA","-119.553330","37.636610","8,200","CA Dept of Water Resources/DFM-Hydro-SMN",""
"STW","STRAWBERRY","AMERICAN RIVER","EL DORADO","-120.145000","38.793000","5,700",".None Specified",""
"SVB","BOLAM","KLAMATH RIVER","SISKIYOU","-122.206951","41.476088","6,800","Shasta Valley Resource Conservation District",""
"SVG","GOOSENEST","KLAMATH RIVER","SISKIYOU","-122.217736","41.727105","7,300","Shasta Valley Resource Conservation District",""
"SVR","SILVER LAKE MEADOWS","SUSAN RIVER","LASSEN","-121.153000","40.497000","6,450","Eagle Lake Ranger District",""
"SWF","SAWMILL FLAT","YUBA RIVER","NEVADA","-120.502000","39.342000","7,100",".None Specified",""
"SWJ","SWAMPY JOHN","SCOTT RIVER","SISKIYOU","-122.993000","41.397000","5,500","Salmon/Scott River Ranger District",""
"SWL","SAWMILL RIDGE","WALKER RIVER","none specified","-119.350000","38.183000","8,750","Natural Resources Conservation Service",""
"SWM","SAWMILL","OWENS RIVER","INYO","-118.562592","37.161964","10,200","CA Dept of Water Resources/DFM-Hydro-SMN",""
"SWT","SWEETWATER","SHASTA RIVER","SISKIYOU","-122.535290","41.381970","5,850","Mount Shasta Ranger District",""
"SXV","SIXMILE VALLEY","AMERICAN RIVER","PLACER","-120.600000","39.315000","5,750","Pacific Gas and Electric Company, Auburn",""
"TBC","TALBOT CAMP","AMERICAN RIVER","PLACER","-120.377000","39.193000","5,750","Placer County Water Agency",""
"TCA","TAHOE CITY ALTERNATE","LAKE TAHOE","PLACER","-120.150000","39.167000","6,300",".None Specified",""
"TCC","TAHOE CITY CROSS","LAKE TAHOE","PLACER","-120.154658","39.171439","6,750","Natural Resources Conservation Service",""
"TCT","TAHOE CITY","LAKE TAHOE","PLACER","-120.150000","39.167000","6,250",".None Specified",""
"TES","TIOGA PASS ENTRY STATION","TUOLUMNE RIVER","TUOLUMNE","-119.258507","37.910870","9,945","Yosemite National Park",""
"TGP","TIOGA PASS","MONO LAKE","MONO","-119.253000","37.917000","9,800","Southern California Edison Company, Bishop",""
"THE","LAKE THOMAS A EDISON","SAN JOAQUIN RIVER","FRESNO","-119.020000","37.382000","7,800","Southern California Edison Company, Big Creek",""
"THL","THOUSAND LAKES","PIT RIVER","SHASTA","-121.577000","40.710000","6,500","Hat Creek Ranger District",""
"THM","THOMAS MOUNTAIN","SAN JACINTO RIVER","RIVERSIDE","-116.673000","33.627000","6,600",".None Specified",""
"THV","TAHQUITZ VALLEY","WHITEWATER RIVER","RIVERSIDE","-116.668000","33.777000","7,800",".None Specified",""
"TK2","TRUCKEE 2","TRUCKEE RIVER","PLACER","-120.194000","39.300000","6,400","Natural Resources Conservation Service",""
"TKS","TRUCKEE RS (SNOW COURSE)","TRUCKEE RIVER","NEVADA","-120.192000","39.333000","6,000",".None Specified",""
"TMF","TAMARACK FLAT","AMERICAN RIVER","EL DORADO","-120.103000","38.803000","6,550","CA Dept of Water Resources",""
"TMK","TAMARACK CREEK","SAN JOAQUIN RIVER","FRESNO","-119.205000","37.178000","7,250","Southern California Edison Company, Big Creek",""
"TMR","TAMARACK SUMMIT","SAN JOAQUIN RIVER","FRESNO","-119.200531","37.163750","7,550","US Bureau of Reclamation",""
"TND","TYNDALL CREEK","KERN RIVER","TULARE","-118.392000","36.632000","10,650","CA Dept of Water Resources",""
"TNY","TENAYA LAKE","MERCED RIVER","MARIPOSA","-119.449875","37.837581","8,150","CA Dept of Water Resources/DFM-Hydro-SMN",""
"TRD","TRAGEDY SPRINGS","MOKELUMNE RIVER","AMADOR","-120.143000","38.638000","7,900",".None Specified",""
"TRG","TRAGEDY CREEK","MOKELUMNE RIVER","AMADOR","-120.145000","38.630000","8,150","Amador Ranger District",""
"TRL","TRAILHEAD","OWENS RIVER","INYO","-118.155000","36.337000","9,100","City of Los Angeles; Dept of Water and Power",""
"TST","SNOW SURVEYS TEST STATION","SACRAMENTO RIVER","SACRAMENTO",".000000",".000000","0","CA Dept of Water Resources/DFM-Hydro-SMN",""
"TUM","TUOLUMNE MEADOWS","TUOLUMNE RIVER","TUOLUMNE","-119.348096","37.876406","8,600","CA Dept of Water Resources/DFM-Hydro-SMN",""
"TUN","TUNNEL GUARD STATION","KERN RIVER","TULARE","-118.289116","36.366349","8,900","CA Dept of Water Resources/DFM-Hydro-SMN",""
"UBC","UPPER BURNT CORRAL","KINGS RIVER","FRESNO","-118.938293","37.183296","9,700","CA Dept of Water Resources/DFM-Hydro-SMN",""
"UCP","UPPER CARSON PASS","AMERICAN RIVER","ALPINE","-119.983000","38.695000","8,500","El Dorado Irrigation District",""
"UKR","UPPER KIBBIE RIDGE","TUOLUMNE RIVER","TUOLUMNE","-119.887000","38.043000","6,700","Summit Ranger District",""
"ULP","UPPER LASSEN PEAK","FEATHER RIVER","SHASTA","-121.507000","40.473000","8,500",".None Specified",""
"UMT","UPPER MET","MOKELUMNE RIVER","CALAVERAS","-120.135300","38.451800","7,920","UC Merced",""
"UTM","UPPER THUNDER MOUNTAIN","SANTA ANA RIVER","LOS ANGELES","-117.608000","34.265000","8,500",".None Specified",""
"UTR","UPPER TRUCKEE","LAKE TAHOE","EL DORADO","-119.983000","38.873000","6,400","Natural Resources Conservation Service",""
"UTY","UPPER TYNDALL CREEK","KERN RIVER","TULARE","-118.397283","36.647183","11,500","US Army Corps of Engineers",""
"UWD","UPPER WOODCHUCK MEADOW","KINGS RIVER","FRESNO","-118.903000","37.038000","9,100",".None Specified",""
"UWH","UPPER WILD HORSE MEADOW","SANTA ANA RIVER","SAN BERNARDINO","-116.760000","34.205000","8,680",".None Specified",""
"VDM","VIDETTE MEADOW","KINGS RIVER","FRESNO","-118.410000","36.758000","9,500",".None Specified",""
"VGL","VIRGINIA LAKES","WALKER RIVER","MONO","-119.247000","38.057000","9,400","CA Dept of Water Resources",""
"VLC","VOLCANIC KNOB","SAN JOAQUIN RIVER","FRESNO","-118.905037","37.387859","10,050","US Bureau of Reclamation",""
"VNN","VERNON LAKE","TUOLUMNE RIVER","TUOLUMNE","-119.717000","38.017000","6,700","Yosemite National Park",""
"VRG","VIRGINIA LAKES RIDGE","WALKER RIVER","MONO","-119.234000","38.077000","9,300","Natural Resources Conservation Service",""
"VRV","VERMILLION VALLEY","SAN JOAQUIN RIVER","FRESNO","-118.972000","37.385000","7,500",".None Specified",""
"WBB","WEBBER LAKE","TRUCKEE RIVER","SIERRA","-120.425000","39.485000","7,000","Nevada Irrigation District",""
"WBM","WABENA MEADOWS","AMERICAN RIVER","PLACER","-120.402000","39.227000","6,300","Placer County Water Agency",""
"WC3","WARD CREEK 3","LAKE TAHOE","PLACER","-120.218678","39.135574","6,750","Natural Resources Conservation Service",""
"WDH","WOODCHUCK MEADOW","KINGS RIVER","FRESNO","-118.908000","37.025000","8,800","Pacific Gas and Electric Company, Auberry",""
"WHC","WHITE CHIEF","KAWEAH RIVER","TULARE","-118.592000","36.422000","9,200",".None Specified",""
"WHE","WHEELER LAKE","MOKELUMNE RIVER","ALPINE","-119.985000","38.518000","7,800","Pacific Gas and Electric Company, Angels Camp",""
"WHN","WHALAN","TRINITY RIVER","TRINITY","-122.450000","41.150000","5,400","Weaverville Ranger District",""
"WHW","WHITE WOLF","TUOLUMNE RIVER","TUOLUMNE","-119.651607","37.859445","7,900","National Park Service",""
"WLC","WOLFORD CABIN","TRINITY RIVER","TRINITY","-122.833000","41.200000","6,150","Salmon/Scott River Ranger District",""
"WLF","WILLOW FLAT","WALKER RIVER","MONO","-119.450000","38.275000","8,250","Natural Resources Conservation Service",""
"WLV","WOLVERTON","KAWEAH RIVER","TULARE","-118.733860","36.594470","7,255","CA Dept of Water Resources/DFM-Hydro-SMN",""
"WLW","WILMA LAKE","TUOLUMNE RIVER","TUOLUMNE","-119.633000","38.083000","8,000","Yosemite National Park",""
"WMD","WET MEADOWS LAKE","CARSON RIVER","ALPINE","-119.862000","38.610000","8,100",".None Specified",""
"WPK","WEBBER PEAK","YUBA RIVER","SIERRA","-120.440000","39.483000","7,800","Nevada Irrigation District",""
"WR2","WARD CREEK 2","LAKE TAHOE","PLACER","-120.225000","39.142000","7,000","Lake Tahoe Basin Management Unit",""
"WRG","WRIGHTS LAKE","AMERICAN RIVER","EL DORADO","-120.233000","38.847000","6,900","Sacramento Municipal Utility District",""
"WRN","WARNER CREEK","FEATHER RIVER","LASSEN","-121.312180","40.386620","5,785","Pacific Gas and Electric Company, Rogers Flat",""
"WTM","WET MEADOWS","KERN RIVER","TULARE","-118.571667","36.349633","9,039","US Army Corps of Engineers",""
"WWC","WEST WOODCHUCK MEADOW","KINGS RIVER","FRESNO","-118.914783","37.031033","9,100","US Army Corps of Engineers",""
"YBP","YUBA PASS","YUBA RIVER","SIERRA","-120.492000","39.617000","6,700","Yuba River Ranger District",""
"YCA","SAN YCA","SANTA ANA RIVER","SAN BERNARDINO","-116.855000","34.157000","7,500",".None Specified",""
"ALP","ALPHA (SMUD)","AMERICAN RIVER","EL DORADO","-120.215652","38.804192","7,600","Sacramento Municipal Utility District",""
"BKL","BUCKS LAKE","FEATHER RIVER","PLUMAS","-121.251350","39.852920","5,873","CA Dept of Water Resources/Operations and Maintenance",""
"BMW","BIG MEADOWS (SCS)","TRUCKEE RIVER","State of Nevada","-119.946000","39.458000","8,700","Natural Resources Conservation Service",""
"BTA","BETA","AMERICAN RIVER","EL DORADO","-120.200000","38.800000","7,600","CA Dept of Water Resources/Operations and Maintenance",""
"CSL","CENT SIERRA SNOW LAB","YUBA RIVER","NEVADA","-120.367000","39.325000","6,900","Natural Resources Conservation Service",""
"DSS","DISMAL SWAMP","SURPRISE VALLEY","MODOC","-120.165000","41.993000","7,050","Natural Resources Conservation Service",""
"GNF","GIANT FOREST (USACE)","KAWEAH RIVER","TULARE","-118.770283","36.562867","6,400","US Army Corps of Engineers",""
"GOL","GOLD LAKE","FEATHER RIVER","SIERRA","-120.617167","39.674767","6,750","CA Dept of Water Resources/Operations and Maintenance",""
"HMB","HUMBUG","FEATHER RIVER","PLUMAS","-121.368000","40.115000","6,500","CA Dept of Water Resources/O&M Oroville Field Division",""
"MDL","MUD LAKE","MOKELUMNE RIVER","AMADOR","-120.140000","38.615000","7,900","Sacramento Municipal Utility District",""
"PTL","PIUTE LAKE","SAN JOAQUIN RIVER","FRESNO","-118.687000","37.240000","10,800","CA Dept of Water Resources",""
"RBB","ROBBS SADDLE","AMERICAN RIVER","EL DORADO","-120.379299","38.911534","5,900","Sacramento Municipal Utility District",""
"RBP","ROBBS POWERHOUSE","AMERICAN RIVER","EL DORADO","-120.376543","38.902380","5,150","Sacramento Municipal Utility District",""
"RTL","RATTLESNAKE","FEATHER RIVER","PLUMAS","-121.043970","40.127910","6,210","CA Dept of Water Resources/Operations and Maintenance",""
"SCN","SCHNEIDERS","AMERICAN RIVER","EL DORADO","-120.068000","38.747000","8,750","Sacramento Municipal Utility District",""
"VVL","VAN VLECK","AMERICAN RIVER","EL DORADO","-120.306058","38.943947","6,700","Sacramento Municipal Utility District",""
